,Player,Nationality,Position,Club Team,League,Age,Matches Played,Goals,Assists,Expected Goals
2479,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,19,17,0,1,0.3
2480,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,32,32,7,6,9.1
2481,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,24,22,2,3,2.6
2482,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28,37,7,2,6.7
2483,Matìas Soulé,ar ARG,"FW,MF",Frosinone,it Serie A,20,36,11,3,10.5
2484,Boubakary Soumaré,fr FRA,MF,Sevilla,es La Liga,24,28,0,1,0.0
2485,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,22,7,0,0,0.4
2486,Vinicius Souza,br BRA,MF,Sheffield Utd,eng Premier League,24,36,1,0,0.6
2487,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,26,24,1,1,1.5
2488,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,21,10,0,1,0.3
2489,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,es La Liga,27,6,0,0,0.0
2490,Djed Spence,eng ENG,DF,Genoa,it Serie A,22,16,0,0,0.2
2491,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27,22,0,1,0.4
2492,Stijn Spierings,nl NED,MF,Lens,fr Ligue 1,27,4,0,0,0.0
2493,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30,24,1,2,0.2
2494,Marco Sportiello,it ITA,GK,Milan,it Serie A,31,7,0,0,0.0
2495,Anton Stach,de GER,MF,Hoffenheim,de Bundesliga,24,31,2,3,1.7
2496,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24,2,0,0,0.2
2497,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26,30,3,1,4.4
2498,Benjamin Stambouli,fr FRA,MF,Reims,fr Ligue 1,32,7,0,1,0.1
2499,Josip Stanišić,hr CRO,DF,Leverkusen,de Bundesliga,23,20,3,1,0.8
2500,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28,27,1,0,1.4
2501,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,28,17,2,0,0.2
2502,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32,17,0,0,0.0
2503,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27,23,0,5,0.3
2504,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,21,15,1,0,0.4
2505,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,28,31,8,4,6.5
2506,Trivante Stewart,jm JAM,"FW,MF",Salernitana,it Serie A,23,4,0,0,0.1
2507,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,22,1,0,0,0.1
2508,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,22,31,1,5,1.6
2509,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29,32,7,10,6.2
2510,Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,de Bundesliga,23,6,0,0,0.2
2511,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,29,16,1,0,1.0
2512,Thomas Strakosha,al ALB,GK,Brentford,eng Premier League,28,2,0,0,0.0
2513,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23,37,13,3,14.5
2514,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,26,19,1,0,2.5
2515,Kevin Strootman,nl NED,MF,Genoa,it Serie A,33,27,0,2,0.1
2516,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36,31,9,3,9.6
2517,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,30,32,2,0,1.2
2518,Damián Suárez,uy URU,DF,Getafe,es La Liga,35,16,0,2,0.3
2519,Denis Suárez,es ESP,"MF,FW",Villarreal,es La Liga,29,4,0,0,0.1
2520,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,25,31,0,4,0.7
2521,Isaac Success,ng NGA,"FW,MF",Udinese,it Serie A,27,27,1,1,2.7
2522,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27,23,1,0,0.4
2523,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,20,21,2,0,0.8
2524,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,21,32,3,5,3.5
2525,Suso,es ESP,"MF,FW",Sevilla,es La Liga,29,29,1,4,1.4
2526,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,24,25,1,3,3.0
2527,Max Svensson,es ESP,FW,Osasuna,es La Liga,,1,0,0,0.0
2528,Mile Svilar,rs SRB,GK,Roma,it Serie A,23,15,0,0,0.0
2529,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,19,15,5,0,2.3
2530,Karol Świderski,pl POL,"FW,MF",Hellas Verona,it Serie A,26,15,2,0,1.7
2531,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,20,22,2,0,1.6
2532,Dembo Sylla,gn GUI,DF,Lorient,fr Ligue 1,20,1,0,0,0.1
2533,Issiaga Sylla,gn GUI,"DF,FW",Montpellier,fr Ligue 1,29,19,1,2,1.4
2534,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,29,2,0,0,0.0
2535,Attila Szalai,hu HUN,DF,Hoffenheim,de Bundesliga,25,4,0,0,0.0
2536,Attila Szalai,hu HUN,DF,Freiburg,de Bundesliga,25,3,0,0,0.0
2537,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,33,35,0,0,0.0
2538,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,22,33,3,2,3.7
2539,Przemysław Szymiński,pl POL,MF,Frosinone,it Serie A,29,1,0,0,0.0
2540,Alexander Sørloth,no NOR,FW,Villarreal,es La Liga,27,34,23,6,12.3
2541,Musa Al-Taamari,jo JOR,FW,Montpellier,fr Ligue 1,26,27,5,2,3.6
2542,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,30,25,3,1,2.6
2543,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27,31,4,1,2.1
2544,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,25,25,0,0,0.6
2545,Yassin Tallal,es ESP,FW,Getafe,es La Liga,18,1,0,0,0.0
2546,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,29,29,0,2,0.7
2547,Renato Tapia,pe PER,"MF,DF",Celta Vigo,es La Liga,28,21,0,0,1.0
2548,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,24,28,0,1,1.0
2549,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27,3,0,0,0.0
2550,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,21,14,0,0,0.2
2551,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30,38,1,1,2.6
2552,César Tárrega,es ESP,DF,Valencia,es La Liga,21,1,0,0,0.0
2553,Jimi Tauriainen,eng ENG,FW,Chelsea,eng Premier League,19,1,0,0,0.0
2554,Nuno Tavares,pt POR,DF,Nott'ham Forest,eng Premier League,23,8,0,0,0.2
2555,Marcus Tavernier,eng ENG,FW,Bournemouth,eng Premier League,24,30,3,4,3.9
2556,Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,it Serie A,22,3,0,0,0.1
2557,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,29,28,1,1,0.2
2558,Marciano Tchami,gw GNB,"FW,MF",Almería,es La Liga,19,6,0,0,0.0
2559,Loum Tchaouna,fr FRA,"FW,MF",Salernitana,it Serie A,19,33,4,3,2.6
2560,Jackson Tchatchoua,cm CMR,DF,Hellas Verona,it Serie A,21,26,0,2,0.0
2561,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,20,17,0,0,0.3
2562,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,23,27,3,1,1.3
2563,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,18,30,7,5,3.7
2564,Nathan Tella,ng NGA,"DF,MF",Leverkusen,de Bundesliga,24,24,5,2,3.5
2565,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,27,25,1,0,0.6
2566,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,22,6,0,1,0.0
2567,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31,28,0,0,0.0
2568,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,20,18,0,1,0.3
2569,Filippo Terracciano,it ITA,"DF,FW",Milan,it Serie A,20,3,0,0,0.0
2570,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33,33,0,0,0.0
2571,Ramón Terrats,es ESP,"MF,DF",Villarreal,es La Liga,22,19,0,2,0.4
2572,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,26,24,7,3,5.2
2573,Kenny Tete,nl NED,DF,Fulham,eng Premier League,27,14,1,0,0.9
2574,Benjamin Tetteh,gh GHA,"FW,MF",Metz,fr Ligue 1,26,12,0,0,0.3
2575,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,29,28,6,3,3.1
2576,Florian Thauvin,fr FRA,FW,Udinese,it Serie A,30,29,5,3,4.7
2577,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,23,28,2,0,1.9
2578,Norman Theuerkauf,de GER,"MF,DF",Heidenheim,de Bundesliga,36,25,0,1,0.4
2579,Malick Thiaw,de GER,DF,Milan,it Serie A,21,21,0,1,0.6
2580,Jan Thielmann,de GER,"FW,DF",Köln,de Bundesliga,21,22,1,0,2.3
2581,Denis Thomalla,de GER,"MF,FW",Heidenheim,de Bundesliga,30,21,0,0,0.3
2582,Luke Thomas,eng ENG,DF,Sheffield Utd,eng Premier League,22,12,0,0,0.5
2583,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,29,29,1,2,3.8
2584,Morten Thorsby,no NOR,MF,Genoa,it Serie A,27,24,2,2,1.8
2585,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,24,34,6,1,4.4
2586,Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,22,27,1,1,3.4
2587,Marcus Thuram,fr FRA,FW,Inter,it Serie A,25,35,13,7,14.3
2588,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,24,29,3,1,2.7
2589,Youri Tielemans,be BEL,"MF,FW",Aston Villa,eng Premier League,26,32,2,6,1.3
2590,Kieran Tierney,sct SCO,DF,Real Sociedad,es La Liga,26,20,0,2,0.2
2591,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,26,34,8,4,8.2
2592,Steffen Tigges,de GER,FW,Köln,de Bundesliga,25,25,3,0,2.6
2593,Antonio Tikvić,hr CRO,DF,Udinese,it Serie A,19,1,0,0,0.0
2594,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,22,2,0,0,0.0
2595,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,23,30,0,2,0.6
2596,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,27,23,1,3,1.6
2597,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,18,20,0,2,0.5
2598,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,28,25,2,1,3.2
2599,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,28,25,0,5,0.6
2600,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,32,18,0,0,0.1
2601,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,28,25,1,2,3.4
2602,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,21,26,1,1,2.7
2603,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,24,22,2,1,1.5
2604,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,34,4,0,0,0.0
2605,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,25,26,4,0,3.7
2606,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,23,8,1,0,0.7
2607,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,27,17,4,2,6.0
2608,Pablo Torre,es ESP,"MF,FW",Girona,es La Liga,20,26,0,2,0.8
2609,Raúl Torrente,es ESP,DF,Granada,es La Liga,21,17,0,0,0.2
2610,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,23,29,7,2,5.5
2611,Óliver Torres,es ESP,MF,Sevilla,es La Liga,28,27,0,1,0.5
2612,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,26,29,2,0,1.0
2613,Lucas Torró,es ESP,MF,Osasuna,es La Liga,29,28,1,0,1.5
2614,Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,de Bundesliga,18,10,0,0,0.3
2615,Ahmed Touba,dz ALG,DF,Lecce,it Serie A,25,6,0,0,0.0
2616,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,29,30,2,0,3.0
2617,Souleymane Touré,fr FRA,DF,Lorient,fr Ligue 1,20,24,1,1,1.7
2618,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,26,23,0,0,1.5
2619,Andros Townsend,eng ENG,"MF,FW",Luton Town,eng Premier League,32,27,1,3,1.2
2620,James Trafford,eng ENG,GK,Burnley,eng Premier League,20,28,0,0,0.0
2621,Adama Traoré,es ESP,"FW,MF",Fulham,eng Premier League,27,17,2,3,1.5
2622,Bénie Traoré,ci CIV,"FW,MF",Sheffield Utd,eng Premier League,20,8,0,0,0.3
2623,Bénie Traoré,ci CIV,"FW,MF",Nantes,fr Ligue 1,20,14,0,1,0.7
2624,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,eng Premier League,27,2,0,0,0.0
2625,Bertrand Traoré,bf BFA,MF,Villarreal,es La Liga,27,11,1,0,0.9
2626,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,21,24,0,0,0.3
2627,Chaka Traorè,ci CIV,FW,Milan,it Serie A,18,2,1,0,0.1
2628,Daouda Traoré,fr FRA,MF,Nice,fr Ligue 1,17,1,0,0,0.1
2629,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,31,31,0,2,0.5
2630,Ismaël Traoré,ci CIV,DF,Metz,fr Ligue 1,36,26,2,0,0.8
2631,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,25,31,0,2,0.3
2632,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33,32,0,0,0.0
2633,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,24,4,0,0,0.0
2634,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,35,31,0,0,0.9
2635,Mike Trésor,be BEL,"FW,MF",Burnley,eng Premier League,24,16,0,0,0.5
2636,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,31,14,0,0,0.5
2637,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,36,26,0,2,0.6
2638,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,32,28,1,10,0.7
2639,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,28,34,12,1,7.9
2640,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,21,30,1,2,1.7
2641,Auston Trusty,us USA,DF,Sheffield Utd,eng Premier League,24,32,0,0,0.4
2642,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,27,13,0,3,0.1
2643,Viktor Tsyhankov,ua UKR,"MF,FW",Girona,es La Liga,25,30,8,7,6.2
2644,Stefano Turati,it ITA,GK,Frosinone,it Serie A,21,31,0,0,0.0
2645,Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29,17,0,0,0.0
2646,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,21,29,0,1,1.2
2647,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,24,30,1,2,1.4
2648,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,20,28,2,3,2.4
2649,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,27,30,3,3,1.4
2650,Manuel Ugarte Ribeiro,uy URU,MF,Paris S-G,fr Ligue 1,22,25,0,2,0.6
2651,Lesley Ugochukwu,fr FRA,MF,Chelsea,eng Premier League,19,12,0,0,0.0
2652,Lukas Ullrich,de GER,"DF,FW",Gladbach,de Bundesliga,19,4,0,0,0.0
2653,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,34,11,0,0,0.0
2654,Samuel Umtiti,fr FRA,DF,Lille,fr Ligue 1,29,6,0,0,0.0
2655,Enes Ünal,tr TUR,"FW,MF",Bournemouth,eng Premier League,26,16,2,2,2.9
2656,Enes Ünal,tr TUR,"FW,MF",Getafe,es La Liga,26,3,0,1,0.1
2657,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,27,30,18,10,15.0
2658,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,24,25,1,0,1.7
2659,Kacper Urbanski,pl POL,"MF,FW",Bologna,it Serie A,18,22,0,1,1.1
2660,Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,31,11,0,1,2.0
2661,Myrto Uzuni,al ALB,FW,Granada,es La Liga,28,34,11,1,12.9
2662,Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,22,18,2,2,1.3
2663,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,28,34,1,0,1.7
2664,Emanuele Valeri,it ITA,DF,Frosinone,it Serie A,24,16,0,1,0.9
2665,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,27,28,0,1,0.3
2666,Jesús Vallejo,es ESP,DF,Granada,es La Liga,26,3,0,0,0.0
2667,Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26,37,0,0,0.0
2668,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,25,37,2,7,3.5
2669,Kévin Van Den Kerkhof,dz ALG,"FW,MF",Metz,fr Ligue 1,27,29,1,2,1.5
2670,Siebe Van Der Heyden,be BEL,DF,Mallorca,es La Liga,25,6,0,0,0.2
2671,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,32,36,2,2,2.8
2672,Vanderson,br BRA,DF,Monaco,fr Ligue 1,22,20,3,1,2.1
2673,Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,30,22,1,0,1.3
2674,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,24,31,4,5,3.9
2675,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,24,37,1,1,1.9
2676,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,24,37,7,1,7.3
2677,Borja Vázquez,es ESP,FW,Cádiz,es La Liga,18,1,0,0,0.0
2678,Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,20,20,1,0,1.2
2679,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,30,12,0,0,0.0
2680,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,32,29,3,6,1.2
2681,Matías Vecino,uy URU,MF,Lazio,it Serie A,31,31,6,1,3.7
2682,Gabriel Veiga,es ESP,FW,Celta Vigo,es La Liga,21,1,0,0,0.0
2683,Alejo Véliz,ar ARG,FW,Tottenham,eng Premier League,19,8,1,0,0.2
2684,Alejo Véliz,ar ARG,FW,Sevilla,es La Liga,19,6,0,0,0.2
2685,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,27,23,2,1,1.7
2686,Joël Veltman,nl NED,DF,Brighton,eng Premier League,31,27,1,1,0.4
2687,Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,22,27,3,0,0.6
2688,Lorenzo Venuti,it ITA,DF,Lecce,it Serie A,28,14,0,0,0.1
2689,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,20,21,0,0,0.0
2690,Simone Verdi,it ITA,FW,Torino,it Serie A,31,1,0,0,0.0
2691,Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,30,29,1,2,2.9
2692,Arthur Vermeeren,be BEL,MF,Atlético Madrid,es La Liga,18,5,0,0,0.0
2693,Yorbe Vertessen,be BEL,"FW,MF",Union Berlin,de Bundesliga,22,13,3,2,2.7
2694,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,30,27,3,1,2.7
2695,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,26,38,0,0,0.0
2696,Carlos Vicente,es ESP,FW,Alavés,es La Liga,24,18,2,4,2.3
2697,Nacho Vidal,es ESP,"DF,FW",Osasuna,es La Liga,28,7,1,0,0.3
2698,Nacho Vidal,es ESP,DF,Mallorca,es La Liga,28,8,0,0,1.0
2699,Fabio Vieira,pt POR,"MF,FW",Arsenal,eng Premier League,23,11,1,2,1.3
2700,Fran Vieites,es ESP,GK,Betis,es La Liga,24,4,0,0,0.0
2701,Jonathan Viera,es ESP,"MF,FW",Las Palmas,es La Liga,33,9,2,1,2.3
2702,Jonathan Viera,es ESP,MF,Almería,es La Liga,33,12,0,3,1.3
2703,Emanuel Vignato,it ITA,"MF,FW",Salernitana,it Serie A,22,9,0,1,0.0
2704,Samuele Vignato,it ITA,"MF,FW",Monza,it Serie A,19,10,1,0,1.7
2705,Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,de Bundesliga,19,26,4,1,4.1
2706,Toni Villa,es ESP,FW,Girona,es La Liga,28,2,0,0,0.0
2707,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,25,18,2,1,1.7
2708,Gonzalo Villar,es ESP,MF,Granada,es La Liga,25,35,1,3,1.9
2709,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,26,12,0,0,0.0
2710,Matías Viña,uy URU,DF,Sassuolo,it Serie A,25,15,0,3,0.3
2711,Rúben Vinagre,pt POR,"DF,FW",Hellas Verona,it Serie A,24,12,0,0,0.0
2712,Carlos Vinícius,br BRA,FW,Fulham,eng Premier League,28,13,2,0,1.6
2713,Nicolas Viola,it ITA,"MF,FW",Cagliari,it Serie A,33,26,5,2,3.4
2714,Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,20,2,0,0,0.0
2715,Alan Virginius,fr FRA,FW,Clermont Foot,fr Ligue 1,20,14,0,2,1.3
2716,Ricardo Visus,es ESP,DF,Betis,es La Liga,22,3,0,0,0.0
2717,Mattia Viti,it ITA,DF,Sassuolo,it Serie A,21,15,1,0,1.0
2718,Vitinha,pt POR,"FW,MF",Genoa,it Serie A,23,9,2,0,1.1
2719,Vitinha,pt POR,FW,Marseille,fr Ligue 1,23,18,3,2,5.1
2720,Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,23,28,7,4,3.1
2721,Vitinho,br BRA,"DF,MF",Burnley,eng Premier League,24,32,0,2,1.6
2722,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,24,33,0,0,0.6
2723,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,eng Premier League,29,5,0,0,0.0
2724,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,23,33,16,4,16.6
2725,Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,25,33,3,2,2.4
2726,Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,24,20,0,1,0.4
2727,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,31,16,0,0,0.7
2728,Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,31,16,0,0,0.0
2729,Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,28,28,0,3,0.4
2730,Kevin Volland,de GER,"FW,MF",Union Berlin,de Bundesliga,31,26,3,4,5.3
2731,Cristian Volpato,it ITA,"MF,FW",Sassuolo,it Serie A,19,22,1,0,0.5
2732,Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,20,24,0,0,0.1
2733,Stefan de Vrij,nl NED,DF,Inter,it Serie A,31,25,1,0,0.6
2734,Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20,1,0,0,0.0
2735,Elye Wahi,fr FRA,FW,Lens,fr Ligue 1,20,27,9,3,11.5
2736,Walace,br BRA,MF,Udinese,it Serie A,28,37,2,0,0.8
2737,Luca Waldschmidt,de GER,"MF,FW",Köln,de Bundesliga,27,22,3,0,2.9
2738,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,33,32,0,4,0.4
2739,Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,23,27,0,0,0.1
2740,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,25,22,0,2,0.1
2741,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,33,26,0,1,0.9
2742,James Ward-Prowse,eng ENG,MF,West Ham,eng Premier League,28,37,7,7,6.0
2743,Lewis Warrington,eng ENG,FW,Everton,eng Premier League,20,1,0,0,0.0
2744,Deivid Washington,br BRA,"DF,FW",Chelsea,eng Premier League,18,2,0,0,0.5
2745,Kjell-Arik Wätjen,de GER,"MF,FW",Dortmund,de Bundesliga,17,2,0,1,0.0
2746,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,27,37,19,13,16.8
2747,Timothy Weah,us USA,"DF,FW",Juventus,it Serie A,23,30,0,1,1.5
2748,Adam Webster,eng ENG,DF,Brighton,eng Premier League,28,15,0,0,0.4
2749,Wout Weghorst,nl NED,FW,Hoffenheim,de Bundesliga,30,28,7,3,7.2
2750,Julian Weigl,de GER,MF,Gladbach,de Bundesliga,27,31,2,3,2.4
2751,Nelson Weiper,de GER,"FW,MF",Mainz 05,de Bundesliga,18,5,0,0,0.5
2752,Mitchell Weiser,de GER,"DF,MF",Werder Bremen,de Bundesliga,29,30,3,7,3.8
2753,Noah Weißhaupt,de GER,"DF,FW",Freiburg,de Bundesliga,21,24,1,2,0.4
2754,Shon Weissman,il ISR,"FW,DF",Salernitana,it Serie A,27,11,1,0,1.0
2755,Shon Weissman,il ISR,FW,Granada,es La Liga,27,5,0,0,0.0
2756,Danny Welbeck,eng ENG,"FW,MF",Brighton,eng Premier League,32,29,5,1,5.3
2757,Timo Werner,de GER,FW,Tottenham,eng Premier League,27,13,2,3,3.7
2758,Timo Werner,de GER,"FW,MF",RB Leipzig,de Bundesliga,27,8,2,0,2.4
2759,Adam Wharton,eng ENG,MF,Crystal Palace,eng Premier League,19,16,0,3,0.3
2760,Ethan Wheatley,eng ENG,FW,Manchester Utd,eng Premier League,17,3,0,0,0.0
2761,Ben White,eng ENG,DF,Arsenal,eng Premier League,25,37,4,4,1.2
2762,Joe White,eng ENG,MF,Newcastle Utd,eng Premier League,20,4,0,0,0.0
2763,Silvan Widmer,ch SUI,DF,Mainz 05,de Bundesliga,30,20,1,3,1.4
2764,Mateusz Wieteska,pl POL,DF,Cagliari,it Serie A,26,19,0,1,0.3
2765,Mateusz Wieteska,pl POL,DF,Clermont Foot,fr Ligue 1,26,2,1,0,0.1
2766,Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,29,34,12,3,9.4
2767,Neco Williams,wls WAL,DF,Nott'ham Forest,eng Premier League,22,26,0,1,0.8
2768,Nico Williams,es ESP,FW,Athletic Club,es La Liga,21,31,5,11,6.0
2769,Willian,br BRA,FW,Fulham,eng Premier League,34,31,4,2,5.1
2770,Joe Willock,eng ENG,MF,Newcastle Utd,eng Premier League,23,9,1,0,0.8
2771,Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,31,20,9,1,8.8
2772,Harry Wilson,wls WAL,FW,Fulham,eng Premier League,26,35,4,6,3.4
2773,Josh Wilson-Esbrand,eng ENG,"DF,MF",Reims,fr Ligue 1,20,11,1,1,0.1
2774,Patrick Wimmer,at AUT,"FW,MF",Wolfsburg,de Bundesliga,22,14,2,0,1.4
2775,Jonas Wind,dk DEN,FW,Wolfsburg,de Bundesliga,24,34,11,7,9.4
