Player,Overall,Goals,Assists,Expected Goals,Pace,Shooting,Passing,Dribbling,Defending,Physicality,National Team,League,Club Team,Age,Height_cm,Weight_kg,Position
Alexander Sørloth,82,23,6,12.3,79,82,70,76,36,85,Norway,La Liga,Villarreal,28,195,94,ST
Nicolás Tagliafico,78,3,1,2.6,76,56,70,75,76,79,Argentina,Ligue 1,Lyon,32,172,65,LB
Jonathan Tah,86,4,1,2.1,71,38,60,62,86,84,Germany,Bundesliga,Leverkusen,28,195,94,CB
Montassar Talbi,73,0,0,0.6,60,30,42,57,73,76,Tunisia,Ligue 1,Lorient,26,190,81,CB
Adrien Tameze,76,0,2,0.7,77,66,68,77,76,77,France,Serie A,Torino,30,182,80,CB
Edmond Tapsoba,83,0,1,1.0,75,54,68,70,85,79,Burkina Faso,Bundesliga,Leverkusen,25,192,84,CB
Matt Targett,74,0,0,0.0,65,47,71,70,73,66,England,Premier League,Newcastle Utd,28,183,70,LB
Oussama Targhalline,73,0,0,0.2,50,63,70,72,68,57,Morocco,Ligue 1,Le Havre,22,186,70,CM
James Tarkowski,80,1,1,2.6,47,45,64,59,81,81,England,Premier League,Everton,31,188,81,CB
César Tárrega,71,0,0,0.0,63,40,52,52,71,73,Spain,La Liga,Valencia,22,193,78,CB
Nuno Tavares,74,0,0,0.2,84,65,69,72,68,76,Portugal,Premier League,Nott'ham Forest,24,183,75,LB
Marcus Tavernier,76,3,4,3.9,77,72,71,78,60,64,England,Premier League,Bournemouth,25,178,70,LM
Charlie Taylor,72,1,1,0.2,58,52,68,69,72,77,England,Premier League,Burnley,30,185,70,LB
Loum Tchaouna,70,4,3,2.6,75,72,63,71,37,59,France,Serie A,Salernitana,21,180,67,RW
Jackson Tchatchoua,73,0,2,0.0,88,56,62,72,66,79,Cameroon,Serie A,Hellas Verona,23,186,76,RB
Enzo Tchato,70,0,0,0.3,82,45,59,65,66,61,Cameroon,Ligue 1,Montpellier,21,182,75,RB
Aurélien Tchouaméni,85,3,1,1.3,73,69,79,78,82,82,France,La Liga,Real Madrid,24,188,82,CDM
Mathys Tel,77,7,5,3.7,86,80,64,77,29,64,France,Bundesliga,Bayern Munich,19,183,77,ST
Nathan Tella,76,5,2,3.5,85,70,69,79,36,59,Nigeria,Bundesliga,Leverkusen,25,173,68,RM
Nahuel Tenaglia,74,1,0,0.6,71,43,65,72,74,79,Argentina,La Liga,Alavés,28,181,70,RB
Arnau Tenas,74,0,1,0.0,73,70,80,77,52,72,Spain,Ligue 1,Paris S-G,23,185,85,GK
Marc-André ter Stegen,89,0,0,0.0,86,85,89,91,47,86,Germany,La Liga,Barcelona,32,187,85,GK
Pietro Terracciano,79,0,0,0.0,80,77,73,83,41,79,Italy,Serie A,Fiorentina,34,193,78,GK
Martin Terrier,79,7,3,5.2,82,80,75,79,36,72,France,Ligue 1,Rennes,27,184,71,ST
Kenny Tete,76,1,0,0.9,73,47,67,69,75,77,Holland,Premier League,Fulham,28,180,71,RB
Benjamin Tetteh,69,0,0,0.3,74,66,59,67,30,79,Ghana,Ligue 1,Metz,27,193,91,ST
Teddy Teuma,78,6,3,3.1,67,78,79,77,72,76,Malta,Ligue 1,Reims,30,176,73,CM
Florian Thauvin,72,5,3,4.7,64,75,73,77,45,65,France,Serie A,Udinese,31,181,77,ST
Arthur Theate,77,2,0,1.9,71,40,55,59,78,80,Belgium,Ligue 1,Rennes,24,185,78,CB
Norman Theuerkauf,71,0,1,0.4,48,56,64,63,72,76,Germany,Bundesliga,Heidenheim,37,183,80,CDM
Malick Thiaw,78,0,1,0.6,73,47,69,72,77,78,Germany,Serie A,Milan,23,194,89,CB
Jan Thielmann,72,1,0,2.3,81,69,66,72,45,66,Germany,Bundesliga,Köln,22,178,72,RM
Denis Thomalla,69,0,0,0.3,63,68,65,69,38,66,Germany,Bundesliga,Heidenheim,32,186,75,CAM
Luke Thomas,71,0,0,0.5,75,42,64,68,68,69,England,Premier League,Sheffield Utd,23,177,68,LB
Adrien Thomasson,75,1,2,3.8,59,73,76,77,64,72,France,Ligue 1,Lens,30,175,72,CAM
Morten Thorsby,72,2,2,1.8,55,62,69,71,72,78,Norway,Serie A,Genoa,28,189,79,CM
Kristian Thorstvedt,73,6,1,4.4,57,71,73,72,67,79,Norway,Serie A,Sassuolo,25,189,84,CM
Khéphren Thuram,78,1,1,3.4,71,71,77,78,76,78,France,Ligue 1,Nice,23,192,80,CM
Marcus Thuram,83,13,7,14.3,87,81,77,82,50,84,France,Serie A,Inter,27,192,80,ST
Youri Tielemans,81,2,6,1.3,44,79,83,79,69,70,Belgium,Premier League,Aston Villa,27,176,72,CM
Kieran Tierney,79,0,2,0.2,80,60,75,77,76,75,Scotland,La Liga,Real Sociedad,27,180,73,LB
Phillip Tietz,74,8,4,8.2,65,74,56,68,33,79,Germany,Bundesliga,Augsburg,27,190,86,ST
Steffen Tigges,67,3,0,2.6,55,66,57,57,45,81,Germany,Bundesliga,Köln,26,193,90,ST
Antonio Tikvić,61,0,0,0.0,35,31,42,42,60,68,Croatia,Serie A,Udinese,20,195,89,CB
Jurriën Timber,79,0,0,0.0,78,47,67,76,80,78,Holland,Premier League,Arsenal,23,179,78,CB
Jean-Clair Todibo,80,0,2,0.6,81,47,64,69,80,78,France,Ligue 1,Nice,24,190,88,CB
Harry Toffolo,72,1,3,1.6,70,53,67,66,70,70,England,Premier League,Nott'ham Forest,29,183,71,LB
Umut Tohumcu,70,0,2,0.5,69,62,68,72,46,53,Germany,Bundesliga,Hoffenheim,20,175,71,CAM
Corentin Tolisso,76,2,1,3.2,55,76,74,73,74,73,France,Ligue 1,Lyon,30,181,81,CM
Jeremy Toljan,72,0,5,0.6,79,42,66,70,66,64,Germany,Serie A,Sassuolo,30,182,74,RB
Rafael Tolói,79,0,0,0.1,61,52,58,64,81,79,Italy,Serie A,Atalanta,33,185,75,CB
Tiago Tomás,73,1,1,2.7,83,70,58,76,39,69,Portugal,Bundesliga,Wolfsburg,22,180,78,ST
Takehiro Tomiyasu,78,2,1,1.5,69,33,67,72,80,80,Japan,Premier League,Arsenal,25,188,84,RB
Fikayo Tomori,83,4,0,3.7,84,40,60,68,85,80,England,Serie A,Milan,26,185,79,CB
Sandro Tonali,85,1,0,0.7,84,74,81,81,82,82,Italy,Premier League,Newcastle Utd,24,181,79,CDM
Ivan Toney,80,4,2,6.0,77,81,71,75,51,81,England,Premier League,Brentford,28,187,76,ST
Pablo Torre,74,0,2,0.8,72,64,76,76,45,53,Spain,La Liga,Girona,21,173,63,CAM
Ferrán Torres,80,7,2,5.5,84,78,76,81,35,68,Spain,La Liga,Barcelona,24,184,77,LW
Pau Torres,82,2,0,1.0,70,41,77,70,83,79,Spain,Premier League,Aston Villa,27,191,80,CB
Lucas Torró,77,1,0,1.5,44,63,69,68,75,75,Spain,La Liga,Osasuna,30,190,77,CDM
Fabio Torsiello,60,0,0,0.3,65,61,43,63,24,49,Italy,Bundesliga,Darmstadt 98,19,178,73,ST
Ahmed Touba,70,0,0,0.0,72,53,61,62,68,80,Algeria,Serie A,Lecce,26,190,81,CB
Abdoulaye Touré,72,2,0,3.0,43,58,62,61,71,78,Guinea,Ligue 1,Le Havre,30,188,84,CDM
Lucas Tousart,76,0,0,1.5,65,56,65,69,76,82,France,Bundesliga,Union Berlin,27,185,83,CDM
Andros Townsend,72,1,3,1.2,66,73,74,74,38,59,England,Premier League,Luton Town,33,181,73,CAM
James Trafford,73,0,0,0.0,73,71,69,75,40,71,England,Premier League,Burnley,21,192,90,GK
Adama Traoré,75,2,3,1.5,93,65,64,81,37,80,Spain,Premier League,Fulham,28,178,86,RM
Boubacar Traoré,71,0,0,0.3,69,53,68,71,66,72,Mali,Premier League,Wolves,23,183,67,CDM
Hamari Traoré,80,0,2,0.5,82,57,72,76,75,78,Mali,La Liga,Real Sociedad,32,175,64,RB
Ismaël Traoré,72,2,0,0.8,35,45,58,50,72,82,Côte d'Ivoire,Ligue 1,Metz,38,184,87,CB
Kevin Trapp,82,0,0,0.0,82,80,76,84,46,79,Germany,Bundesliga,Eint Frankfurt,34,189,84,GK
Mark Travers,73,0,0,0.0,73,69,70,76,40,73,Republic of Ireland,Premier League,Bournemouth,25,191,82,GK
Óscar Trejo,77,0,0,0.9,64,75,77,80,70,77,Argentina,La Liga,Rayo Vallecano,36,180,79,CAM
Mike Trésor,75,0,0,0.5,85,68,74,77,38,58,Belgium,Premier League,Burnley,25,172,66,LM
Manu Trigueros,76,0,0,0.5,45,72,78,73,69,62,Spain,La Liga,Villarreal,32,178,75,CM
Christopher Trimmel,75,0,2,0.6,69,65,74,68,74,79,Austria,Bundesliga,Union Berlin,37,189,82,RB
Kieran Trippier,83,1,10,0.7,67,65,85,78,81,72,England,Premier League,Newcastle Utd,33,173,71,RB
Leandro Trossard,83,12,1,7.9,82,81,80,85,30,61,Belgium,Premier League,Arsenal,29,171,67,LW
Adrien Truffert,77,1,2,1.7,76,57,71,75,73,69,France,Ligue 1,Rennes,22,176,72,LB
Auston Trusty,72,0,0,0.4,76,47,56,61,70,80,United States,Premier League,Sheffield Utd,26,191,85,CB
Stefano Turati,74,0,0,0.0,75,71,71,78,35,74,Italy,Serie A,Frosinone,23,188,85,GK
Matt Turner,74,0,0,0.0,74,72,67,74,40,73,United States,Premier League,Nott'ham Forest,30,191,79,GK
Tuta,76,1,2,1.4,70,49,64,71,76,76,Brazil,Bundesliga,Eint Frankfurt,25,185,81,CB
Destiny Udogie,82,2,3,2.4,88,65,74,80,78,80,Italy,Premier League,Tottenham,21,186,73,LB
Matthieu Udol,73,3,3,1.4,72,51,65,72,71,74,France,Ligue 1,Metz,28,178,79,LB
Lesley Ugochukwu,73,0,0,0.0,64,57,68,68,72,75,France,Premier League,Chelsea,20,191,88,CDM
Lukas Ullrich,62,0,0,0.0,67,43,54,62,56,61,Germany,Bundesliga,Gladbach,20,180,73,LB
Sven Ulreich,74,0,0,0.0,75,69,62,79,41,73,Germany,Bundesliga,Bayern Munich,36,192,87,GK
Samuel Umtiti,75,0,0,0.0,55,57,67,61,76,73,France,Ligue 1,Lille,30,182,75,CB
Deniz Undav,81,18,10,15.0,67,82,75,80,33,78,Germany,Bundesliga,Stuttgart,28,179,86,ST
Dayot Upamecano,82,1,0,1.7,81,45,63,73,81,85,France,Bundesliga,Bayern Munich,25,186,90,CB
Mark Uth,73,0,1,2.0,60,75,73,74,40,62,Germany,Bundesliga,Köln,33,185,72,CAM
Myrto Uzuni,76,11,1,12.9,81,76,70,80,32,66,Albania,La Liga,Granada,29,178,64,ST
Josha Vagnoman,75,2,2,1.3,87,61,69,73,70,81,Germany,Bundesliga,Stuttgart,23,190,90,RB
Óscar Valentín,76,1,0,1.7,65,47,65,64,75,76,Spain,La Liga,Rayo Vallecano,30,177,72,CDM
Emanuele Valeri,72,0,1,0.9,67,65,69,72,69,53,Italy,Serie A,Frosinone,25,180,78,LB
Martin Valjent,77,0,1,0.3,63,36,59,65,78,83,Slovakia,La Liga,Mallorca,28,187,70,CB
Federico Valverde,88,2,7,3.5,88,82,84,84,80,84,Uruguay,La Liga,Real Madrid,26,182,78,CM
Kévin Van Den Kerkhof,70,1,2,1.5,82,65,64,68,63,74,Algeria,Ligue 1,Metz,28,190,79,RM
Virgil van Dijk,89,2,2,2.8,78,60,71,71,89,86,Holland,Premier League,Liverpool,33,193,92,CB
Vanderson,77,3,1,2.1,77,62,74,77,72,71,Brazil,Ligue 1,Monaco,23,173,74,RB
Raphaël Varane,82,1,0,1.3,73,49,64,69,83,77,France,Premier League,Manchester Utd,31,191,81,CB
Ruben Vargas,75,4,5,3.9,82,70,69,79,54,65,Switzerland,Bundesliga,Augsburg,26,177,70,LM
Johan Vásquez,74,1,1,1.9,61,32,58,57,74,75,Mexico,Serie A,Genoa,25,185,72,CB
Lucas Vázquez,81,3,6,1.2,81,74,80,81,74,69,Spain,La Liga,Real Madrid,33,173,70,RB
Matías Vecino,78,6,1,3.7,58,73,75,76,79,79,Uruguay,Serie A,Lazio,33,187,81,CM
Miloš Veljković,73,2,1,1.7,34,33,53,59,74,74,Serbia,Bundesliga,Werder Bremen,28,188,83,CB
Joël Veltman,76,1,1,0.4,54,49,68,71,79,74,Holland,Premier League,Brighton,32,184,75,RB
Micky van de Ven,82,3,0,0.6,88,47,64,71,83,81,Holland,Premier League,Tottenham,23,193,86,CB
Lorenzo Venuti,71,0,0,0.1,66,44,62,66,67,62,Italy,Serie A,Lecce,29,176,66,RB
Bart Verbruggen,76,0,0,0.0,78,72,74,81,56,69,Holland,Premier League,Brighton,22,193,89,GK
Simone Verdi,75,0,0,0.0,77,71,74,79,43,47,Italy,Serie A,Torino,32,174,72,CAM
Jordan Veretout,80,1,2,2.9,75,75,78,79,75,80,France,Ligue 1,Marseille,31,177,67,CM
Arthur Vermeeren,76,0,0,0.0,75,55,75,77,71,69,Belgium,La Liga,Atlético Madrid,19,180,71,CDM
Yorbe Vertessen,74,3,2,2.7,89,73,66,74,34,70,Belgium,Bundesliga,Union Berlin,23,176,71,ST
Guglielmo Vicario,84,0,0,0.0,84,80,79,87,52,84,Italy,Premier League,Tottenham,27,194,76,GK
Carlos Vicente,71,2,4,2.3,81,67,66,69,31,56,Spain,La Liga,Alavés,25,179,69,RM
Fran Vieites,69,0,0,0.0,72,63,73,68,34,66,Spain,La Liga,Betis,25,196,88,GK
Emanuel Vignato,71,0,1,0.0,67,62,71,75,39,47,Italy,Serie A,Salernitana,24,175,67,CAM
Samuele Vignato,59,1,0,1.7,68,59,60,74,34,40,Italy,Serie A,Monza,20,172,59,ST
Oscar Vilhelmsson,69,4,1,4.1,70,66,46,69,30,69,Sweden,Bundesliga,Darmstadt 98,20,188,77,ST
Toni Villa,74,0,0,0.0,74,65,73,76,53,48,Spain,La Liga,Girona,29,173,63,LM
Gonzalo Villar,71,1,3,1.9,55,57,72,72,67,67,Spain,La Liga,Granada,26,181,74,CM
Iván Villar,74,0,0,0.0,73,72,71,76,32,74,Spain,La Liga,Celta Vigo,27,189,76,GK
Rúben Vinagre,70,0,0,0.0,82,55,69,76,64,58,Portugal,Serie A,Hellas Verona,25,174,66,LB
Nicolas Viola,73,5,2,3.4,47,72,78,75,58,61,Italy,Serie A,Cagliari,34,180,77,CAM
Mattia Viti,71,1,0,1.0,66,35,50,52,72,67,Italy,Serie A,Sassuolo,22,190,82,CB
Vitinho,69,0,2,1.6,72,69,69,73,39,62,Brazil,Premier League,Burnley,30,180,78,CAM
Dušan Vlahović,84,16,4,16.6,78,84,69,79,29,83,Serbia,Serie A,Juventus,24,190,75,ST
Nikola Vlašić,79,3,2,2.4,75,76,76,82,58,72,Croatia,Serie A,Torino,26,179,79,CAM
Alessandro Vogliacco,69,0,1,0.4,65,36,52,55,71,66,Italy,Serie A,Genoa,26,186,78,CB
Mërgim Vojvoda,71,0,3,0.4,68,54,72,72,68,69,Kosovo,Serie A,Torino,29,186,80,LM
Kevin Volland,76,3,4,5.3,70,78,76,76,46,79,Germany,Bundesliga,Union Berlin,32,179,85,ST
Cristian Volpato,68,1,0,0.5,61,64,67,70,39,60,Italy,Serie A,Sassuolo,20,187,78,CAM
Aster Vranckx,75,0,0,0.1,61,65,72,78,72,76,Belgium,Bundesliga,Wolfsburg,21,183,78,CM
Stefan de Vrij,83,1,0,0.6,62,41,65,69,85,75,Holland,Serie A,Inter,32,189,78,CB
Luca Waldschmidt,72,3,0,2.9,73,76,70,76,29,61,Germany,Bundesliga,Köln,28,181,74,ST
Kyle Walker,84,0,4,0.4,89,64,77,78,79,81,England,Premier League,Manchester City,34,183,83,RB
Sebastian Walukiewicz,70,0,0,0.1,50,38,48,57,70,74,Poland,Serie A,Empoli,24,188,85,CB
Aaron Wan-Bissaka,79,0,2,0.1,82,51,68,77,77,72,England,Premier League,Manchester Utd,26,183,72,RB
Joel Ward,73,0,1,0.9,51,52,68,65,77,68,England,Premier League,Crystal Palace,34,188,83,RB
James Ward-Prowse,79,7,7,6.0,57,73,86,75,66,72,England,Premier League,West Ham,29,173,66,CM
Lewis Warrington,65,0,0,0.0,66,51,62,66,61,65,England,Premier League,Everton,21,175,75,CDM
Deivid Washington,69,0,0,0.5,79,70,53,72,30,66,Brazil,Premier League,Chelsea,19,187,73,ST
Ollie Watkins,85,19,13,16.8,85,83,73,80,50,83,England,Premier League,Aston Villa,28,180,70,ST
Timothy Weah,74,0,1,1.5,85,70,67,75,63,69,United States,Serie A,Juventus,24,182,66,RM
Adam Webster,76,0,0,0.4,54,31,61,68,77,76,England,Premier League,Brighton,29,191,75,CB
Wout Weghorst,77,7,3,7.2,59,76,61,68,58,86,Holland,Bundesliga,Hoffenheim,32,197,84,ST
Julian Weigl,79,2,3,2.4,54,64,76,75,74,73,Germany,Bundesliga,Gladbach,29,186,77,CDM
Nelson Weiper,66,0,0,0.5,70,65,46,65,25,69,Germany,Bundesliga,Mainz 05,19,191,82,ST
Mitchell Weiser,77,3,7,3.8,79,63,73,81,70,71,Germany,Bundesliga,Werder Bremen,30,177,70,RB
Noah Weißhaupt,72,1,2,0.4,76,60,67,74,46,58,Germany,Bundesliga,Freiburg,22,181,76,LM
Danny Welbeck,76,5,1,5.3,54,76,70,76,42,71,England,Premier League,Brighton,33,185,73,ST
Adam Wharton,78,0,3,0.3,68,61,78,78,75,71,England,Premier League,Crystal Palace,20,182,70,CDM
Ethan Wheatley,64,0,0,0.0,72,64,49,63,31,63,England,Premier League,Manchester Utd,18,188,81,ST
Ben White,84,4,4,1.2,73,35,77,78,83,80,England,Premier League,Arsenal,26,185,77,RB
Joe White,63,0,0,0.0,65,57,65,63,55,58,England,Premier League,Newcastle Utd,21,186,70,CM
Silvan Widmer,74,1,3,1.4,72,62,70,72,71,77,Switzerland,Bundesliga,Mainz 05,31,183,80,RB
Iñaki Williams,82,12,3,9.4,94,81,72,80,45,84,Ghana,La Liga,Athletic Club,30,186,80,RM
Neco Williams,76,0,1,0.8,74,46,68,73,74,68,Wales,Premier League,Nott'ham Forest,23,183,72,RB
Nico Williams,85,5,11,6.0,93,75,78,86,36,65,Spain,La Liga,Athletic Club,22,181,67,LM
Joe Willock,77,1,0,0.8,77,72,73,80,72,69,England,Premier League,Newcastle Utd,25,186,71,CM
Callum Wilson,81,9,1,8.8,78,82,67,79,42,75,England,Premier League,Newcastle Utd,32,180,66,ST
Harry Wilson,75,4,6,3.4,76,77,75,76,43,58,Wales,Premier League,Fulham,27,173,70,RM
Patrick Wimmer,77,2,0,1.4,80,69,71,81,49,70,Austria,Bundesliga,Wolfsburg,23,182,77,RM
Jonas Wind,78,11,7,9.4,48,79,72,77,37,78,Denmark,Bundesliga,Wolfsburg,25,190,82,ST
Florian Wirtz,88,11,11,8.9,81,78,87,89,50,67,Germany,Bundesliga,Leverkusen,21,177,71,CAM
Yoane Wissa,79,12,3,10.6,85,79,70,79,29,71,Congo DR,Premier League,Brentford,28,176,74,LW
Axel Witsel,80,2,0,1.0,34,63,77,75,83,75,Belgium,La Liga,Atlético Madrid,35,186,81,CB
Maximilian Wittek,73,3,1,1.3,74,67,68,72,67,72,Germany,Bundesliga,Bochum,29,173,68,LB
Maximilian Wöber,77,2,3,1.3,65,52,67,65,78,78,Austria,Bundesliga,Gladbach,26,188,85,CB
Nick Woltemade,69,2,0,2.4,68,66,62,70,39,69,Germany,Bundesliga,Werder Bremen,22,198,90,ST
Chris Wood,76,14,1,11.9,49,78,61,68,40,79,New Zealand,Premier League,Nott'ham Forest,32,191,92,ST
Cauley Woodrow,68,1,1,1.4,56,71,59,68,30,65,England,Premier League,Luton Town,29,184,74,ST
Christopher Wooh,74,1,0,1.3,68,45,57,62,73,76,Cameroon,Ligue 1,Rennes,22,191,92,CB
Joe Worrall,74,0,0,0.1,50,25,51,45,75,76,England,Premier League,Nott'ham Forest,27,190,64,CB
Granit Xhaka,86,3,0,1.8,50,75,85,74,79,82,Switzerland,Bundesliga,Leverkusen,31,186,80,CDM
Antal Yaakobishvili,65,0,0,0.0,66,25,50,54,64,68,Hungary,La Liga,Girona,20,193,86,CB
Lamine Yamal,81,5,5,5.2,82,75,76,82,23,48,Spain,La Liga,Barcelona,17,180,65,RW
Roman Yaremchuk,74,3,0,4.6,73,72,68,69,44,75,Ukraine,La Liga,Valencia,28,193,83,ST
Yehor Yarmoliuk,68,0,0,1.0,67,61,68,71,47,64,Ukraine,Premier League,Brentford,20,180,72,CAM
Ryan Yates,75,1,1,2.6,58,60,67,67,75,81,England,Premier League,Nott'ham Forest,26,190,87,CDM
Kelvin Yeboah,71,0,0,0.5,88,69,57,71,24,69,Italy,Ligue 1,Montpellier,24,183,73,ST
Bertuğ Yıldırım,66,0,1,1.4,70,64,48,62,32,72,Turkey,Ligue 1,Rennes,22,186,78,ST
Kenan Yıldız,70,2,0,1.6,75,61,66,73,28,61,Turkey,Serie A,Juventus,19,185,75,LW
Darlin Yongwa,71,1,1,0.7,85,40,60,68,66,72,Cameroon,Ligue 1,Lorient,23,174,65,LB
Leny Yoro,78,2,0,1.5,73,41,59,61,79,73,France,Ligue 1,Lille,18,190,75,CB
Ashley Young,73,0,0,0.6,60,64,75,74,72,70,England,Premier League,Everton,39,175,65,RB
Illia Zabarnyi,77,1,0,1.1,63,37,62,61,78,76,Ukraine,Premier League,Bournemouth,22,189,80,CB
Mattia Zaccagni,83,6,1,4.7,87,77,75,88,57,66,Italy,Serie A,Lazio,29,177,63,LW
Dan-Axel Zagadou,77,1,0,1.0,55,34,60,51,77,80,France,Bundesliga,Stuttgart,25,196,90,CB
Yoram Zague,64,1,0,0.3,74,47,59,65,59,56,France,Ligue 1,Paris S-G,18,168,58,RB
Warren Zaïre-Emery,80,2,3,1.4,79,68,77,80,75,78,France,Ligue 1,Paris S-G,18,178,68,CM
Denis Zakaria,79,4,0,1.4,80,67,72,76,78,84,Switzerland,Ligue 1,Monaco,27,190,81,CDM
Arsen Zakharyan,74,1,2,2.4,79,70,74,72,53,60,Russia,La Liga,Real Sociedad,21,182,73,LM
Nicola Zalewski,77,0,1,0.8,85,64,74,79,64,59,Poland,Serie A,Roma,22,175,78,LM
Nicolò Zaniolo,78,2,0,2.6,75,76,74,76,60,83,Italy,Premier League,Aston Villa,25,190,79,RM
Davide Zappacosta,79,2,1,2.2,76,68,74,75,76,70,Italy,Serie A,Atalanta,32,182,75,LB
Anass Zaroury,73,0,0,0.2,84,66,68,76,27,61,Morocco,Premier League,Burnley,23,178,68,LM
Jordan Zemura,68,1,0,0.8,73,39,59,67,64,59,Zimbabwe,Serie A,Udinese,24,173,75,LB
Robin Zentner,75,0,0,0.0,76,73,57,80,65,72,Germany,Bundesliga,Mainz 05,29,194,96,GK
Kevin Zeroli,65,0,0,0.0,68,57,62,70,64,59,Italy,Serie A,Milan,19,187,70,CM
Michael Zetterer,76,0,0,0.1,76,72,81,76,41,73,Germany,Bundesliga,Werder Bremen,29,187,79,GK
Edon Zhegrova,79,6,6,6.2,85,71,76,82,25,62,Kosovo,Ligue 1,Lille,25,181,66,RM
Piotr Zieliński,81,3,2,2.6,78,76,80,83,71,62,Poland,Serie A,Napoli,30,180,75,CM
David Zima,73,0,0,0.0,73,38,54,63,75,75,Czech Republic,Serie A,Torino,23,190,80,CB
Christoph Zimmermann,72,0,0,0.3,44,30,44,46,73,77,Germany,Bundesliga,Darmstadt 98,31,194,92,CB
Oleksandr Zinchenko,79,1,2,0.6,66,66,83,82,76,69,Ukraine,Premier League,Arsenal,27,175,64,LB
Joshua Zirkzee,79,11,4,9.0,73,77,72,83,37,73,Holland,Serie A,Bologna,23,193,89,ST
Simon Zoller,69,0,0,0.0,66,70,64,70,39,64,Germany,Bundesliga,Bochum,33,179,73,ST
Kurt Zouma,78,3,0,1.8,52,51,61,56,78,82,France,Premier League,West Ham,29,190,95,CB
Martín Zubimendi,81,4,1,2.7,64,67,75,77,78,71,Spain,La Liga,Real Sociedad,25,181,74,CDM
Szymon Żurkowski,72,4,0,1.0,73,72,70,74,67,77,Poland,Serie A,Empoli,26,185,79,CM
Lovro Zvonarek,66,1,0,0.1,70,57,65,68,34,53,Croatia,Bundesliga,Bayern Munich,19,180,70,CAM
Martin Ødegaard,89,8,10,7.4,70,82,89,89,67,66,Norway,Premier League,Arsenal,25,178,68,CM
Mateusz Łęgowski,67,0,0,0.2,71,56,66,69,61,69,Poland,Serie A,Salernitana,21,181,81,CDM
Adam Masina,72,0,0,0.3,64,42,66,67,73,61,Morocco,Serie A,Udinese,30,191,87,CB
Alan Virginius,69,0,2,1.3,90,59,59,71,27,41,France,Ligue 1,Lille,21,175,65,RM
Alessandro Zanoli,72,0,2,0.2,70,40,63,69,69,71,Italy,Serie A,Salernitana,23,188,76,RB
Alessio Zerbin,71,0,1,0.6000000000000001,69,67,67,74,36,63,Italy,Serie A,Monza,25,182,80,LW
Alex Iwobi,77,5,2,5.6,75,65,72,80,56,75,Nigeria,Premier League,Everton,28,185,75,RM
Alidu Seidu,74,0,1,0.3,58,43,61,70,75,67,Ghana,Ligue 1,Rennes,24,173,68,CB
Amin Sarr,68,0,0,0.8999999999999999,85,65,58,68,25,67,Sweden,Ligue 1,Lyon,23,188,83,ST
Andrea Belotti,78,6,2,6.1,69,77,58,75,38,80,Italy,Serie A,Fiorentina,30,181,84,ST
Andrey Santos,73,1,0,1.1,74,65,70,75,70,69,Brazil,Premier League,Nott'ham Forest,20,180,75,CM
Angelo Stiller,78,1,5,1.7000000000000002,58,57,78,78,73,69,Germany,Bundesliga,Hoffenheim,23,183,79,CDM
Ansu Fati,77,2,0,4.1,89,75,72,81,30,53,Spain,Premier League,Brighton,21,178,66,CAM
Anton Stach,77,2,3,1.9,73,68,74,72,77,80,Germany,Bundesliga,Hoffenheim,25,194,88,CM
Armando Broja,73,1,1,2.4,74,73,53,72,30,75,Albania,Premier League,Chelsea,23,191,83,ST
Attila Szalai,74,0,0,0.0,72,45,62,63,74,79,Hungary,Bundesliga,Hoffenheim,26,192,83,CB
Azor Matusiwa,76,1,1,1.0,51,49,65,70,74,79,Holland,Ligue 1,Reims,26,173,72,CDM
Badredine Bouanani,69,1,0,1.6,71,64,68,71,31,51,Algeria,Ligue 1,Nice,19,177,68,RW
Bamo Meïté,73,0,0,0.1,54,33,47,58,75,70,Côte d'Ivoire,Ligue 1,Marseille,22,183,75,CB
Bertrand Traoré,76,1,0,0.9,76,72,72,81,45,62,Burkina Faso,Premier League,Aston Villa,29,181,73,RW
Beto,77,3,0,6.8,79,76,58,70,25,85,Portugal,Premier League,Everton,26,194,88,ST
Borja Iglesias,78,0,1,2.0,62,80,66,74,40,77,Spain,La Liga,Betis,31,187,86,ST
Bradley Barcola,80,4,7,4.6,88,74,75,81,34,64,France,Ligue 1,Lyon,22,186,70,LW
Brennan Johnson,78,5,10,10.6,89,74,72,78,43,59,Wales,Premier League,Tottenham,23,186,73,RM
Bryan Zaragoza,75,6,2,4.3,82,72,69,81,30,44,Spain,La Liga,Granada,23,164,60,RM
Bénie Traoré,68,0,1,1.0,86,65,54,75,32,63,Côte d'Ivoire,Premier League,Sheffield Utd,21,172,64,ST
Cameron Archer,75,4,1,5.5,77,75,59,74,25,68,England,Premier League,Sheffield Utd,22,176,72,ST
Carlos Baleba,73,0,0,0.8,77,50,65,74,68,77,Cameroon,Premier League,Brighton,20,179,75,CDM
Chrislain Matsima,70,1,1,0.3,73,34,48,55,69,70,France,Ligue 1,Clermont Foot,22,193,80,CB
Cole Palmer,85,22,11,18.2,75,82,83,86,50,66,England,Premier League,Chelsea,22,189,74,RM
Cyril Ngonge,73,7,2,5.2,83,72,67,75,35,64,Belgium,Serie A,Hellas Verona,24,179,67,RM
Daniel Maldini,71,4,1,1.6,66,68,70,74,40,50,Italy,Serie A,Monza,22,185,66,CAM
