Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Nation,League,Team,Age,Height,Weight,Position
James Golding,59,63,27,42,49,59,61,Republic of Ireland,EFL Championship,Oxford United,20,"188cm / 6'2""",71kg / 157lb,CB
Maiken González,59,72,51,48,67,24,41,Venezuela,Sudamericana,Dep. La Guaira,18,"175cm / 5'9""",65kg / 143lb,LM
Jorge Damián González,59,70,54,57,61,55,59,Paraguay,Sudamericana,Club Nacional,21,"183cm / 6'0""",73kg / 161lb,RM
Archie Goodwin,59,71,59,47,59,31,57,Australia,A-League,Adelaide United,19,"183cm / 6'0""",73kg / 161lb,ST
John-Kymani Gordon,59,76,57,44,60,27,59,England,EFL League Two,Colchester,21,"181cm / 5'11""",68kg / 150lb,ST
Dylan Gorosito,59,61,30,40,55,57,48,Argentina,Sudamericana,Boca Juniors,18,"173cm / 5'8""",63kg / 139lb,RB
Villiam Granath,59,72,48,57,51,52,72,Sweden,Allsvenskan,Halmstads BK,26,"189cm / 6'2""",78kg / 172lb,RM
Danny Grant,59,77,53,51,59,42,52,Republic of Ireland,SSE Airtricity PD,Bohemians,24,"178cm / 5'10""",70kg / 154lb,LM
Kamarl Grant,59,63,27,40,42,59,66,England,EFL League Two,Bromley FC,21,"188cm / 6'2""",83kg / 183lb,CB
Narek Grigoryan,59,68,54,57,63,37,55,Armenia,SUPERLIGA,Farul Constanța,24,"180cm / 5'11""",80kg / 176lb,RW
Tommaso Guercio,59,60,50,55,60,60,57,Poland,PKO BP Ekstraklasa,Śląsk Wrocław,19,"186cm / 6'1""",75kg / 165lb,CB
Luca Günther,59,61,28,47,57,58,57,Germany,Bundesliga,FC St. Pauli,22,"175cm / 5'9""",68kg / 150lb,RB
Ha Seung Un,59,76,61,42,62,22,60,Korea Republic,K League 1,GwangJu FC,26,"178cm / 5'10""",70kg / 154lb,LW
Mika Haas,59,79,48,52,56,52,54,Germany,Bundesliga 2,Kaiserslautern,19,"181cm / 5'11""",72kg / 159lb,LB
Stefan Hagerup,59,59,59,56,58,29,60,Norway,Eliteserien,Lillestrøm SK,30,"187cm / 6'2""",79kg / 174lb,GK
Rayan Hamed,59,62,27,48,50,59,63,Saudi Arabia,ROSHN Saudi League,Al Ahli,22,"177cm / 5'10""",77kg / 170lb,CB
Sabil Hansen,59,59,24,25,35,61,64,Denmark,3F Superliga,Randers FC,18,"185cm / 6'1""",70kg / 154lb,CB
Walid Hasbi,59,66,58,55,62,45,53,Morocco,Ligue 1 McDonald's,Strasbourg,20,"188cm / 6'2""",79kg / 174lb,GK
Abdullah Hawsawi,59,67,34,46,52,55,67,Saudi Arabia,ROSHN Saudi League,Al Kholood,28,"174cm / 5'9""",73kg / 161lb,RB
Luke Hendrie,59,67,35,53,56,56,67,England,EFL League Two,Morecambe,30,"187cm / 6'2""",81kg / 179lb,RB
Jack Henry-Francis,59,53,43,58,58,53,55,Republic of Ireland,SSE Airtricity PD,Sligo Rovers,21,"181cm / 5'11""",60kg / 132lb,CDM
Jhoan Hernandez,59,65,51,51,55,57,61,Colombia,Libertadores,Millonarios,18,"179cm / 5'10""",75kg / 165lb,LB
Lundrim Hetemi,59,68,48,56,63,58,53,Albania,3F Superliga,Vejle Boldklub,24,"170cm / 5'7""",67kg / 148lb,CM
Joe Hilton,59,57,60,55,64,29,54,England,EFL Championship,Blackburn Rovers,24,"195cm / 6'5""",83kg / 183lb,GK
Albert Hofman,59,74,60,55,64,27,57,Romania,SUPERLIGA,SC Oțelul Galați,21,"181cm / 5'11""",71kg / 157lb,ST
Hallam Hope,59,72,57,54,60,30,59,Barbados,EFL League Two,Morecambe,30,"179cm / 5'10""",76kg / 168lb,ST
Mikkel Hope,59,60,42,51,60,57,55,Norway,Eliteserien,FK Haugesund,18,"174cm / 5'9""",64kg / 141lb,RB
Tom Hopper,59,55,56,50,58,34,70,England,EFL League Two,Colchester,30,"186cm / 6'1""",76kg / 168lb,ST
Branden Horton,59,75,33,48,56,53,59,England,EFL League Two,Chesterfield,24,"178cm / 5'10""",75kg / 165lb,LB
Huang Jiahui,59,69,35,46,56,58,64,China PR,CSL,Tianjin JMT FC,23,"185cm / 6'1""",74kg / 163lb,CDM
Huang Ruifeng,59,76,44,56,61,53,61,China PR,CSL,Henan FC,24,"180cm / 5'11""",71kg / 157lb,CM
Mackenzie Hunt,59,66,49,56,57,53,59,England,EFL League Two,Fleetwood Town,22,"176cm / 5'9""",73kg / 161lb,LB
Mikkel Hyllegaard,59,90,58,45,58,21,51,Denmark,3F Superliga,Sønderjyske,25,"173cm / 5'8""",65kg / 143lb,ST
Harun Ibrahim,59,78,50,57,67,54,61,Sweden,Allsvenskan,GAIS,21,"185cm / 6'1""",76kg / 168lb,CM
Frederik Ihler,59,79,58,50,60,34,65,Denmark,Eliteserien,Molde FK,21,"181cm / 5'11""",77kg / 170lb,ST
Ethan Ingram,59,75,32,50,57,54,59,England,Scottish Prem,Dundee FC,21,"180cm / 5'11""",70kg / 154lb,RB
Tom Iorpenda,59,70,49,57,63,51,68,England,EFL League One,Huddersfield,19,"190cm / 6'3""",82kg / 181lb,CM
Louis Jackson,59,65,29,50,49,58,66,Scotland,Premier League,Man Utd,18,"184cm / 6'0""",79kg / 174lb,CB
Douglas James-Taylor,59,83,55,46,59,28,66,England,SSE Airtricity PD,Drogheda United,22,"178cm / 5'10""",74kg / 163lb,ST
Kyle Jameson,59,53,29,39,42,59,67,England,EFL League Two,Newport County,26,"183cm / 6'0""",79kg / 174lb,CB
Luka Janeš,59,59,38,48,53,61,61,Germany,Bundesliga,Heidenheim,20,"183cm / 6'0""",75kg / 165lb,CDM
Justin Janitzek,59,46,32,41,40,62,55,Germany,3. Liga,Wehen Wiesbaden,20,"192cm / 6'4""",80kg / 176lb,CB
Rijk Janse,59,60,55,56,58,26,58,Holland,Eredivisie,N.E.C. Nijmegen,22,"189cm / 6'2""",72kg / 159lb,GK
Camil Jebara,59,73,56,50,61,23,55,Sweden,Allsvenskan,Västerås SK,21,"180cm / 5'11""",75kg / 165lb,LW
Mylian Jimenez,59,65,51,55,58,54,58,Holland,3F Superliga,AaB,21,"176cm / 5'9""",63kg / 139lb,CDM
Simon Johansson,59,65,62,56,59,30,58,Sweden,Allsvenskan,Västerås SK,31,"184cm / 6'0""",80kg / 176lb,RW
Carl Johansson,59,70,46,53,61,41,45,Sweden,Allsvenskan,IFK Värnamo,26,"173cm / 5'8""",64kg / 141lb,LM
Mike Jones,59,48,54,60,57,56,62,England,EFL League Two,Chesterfield,37,"183cm / 6'0""",78kg / 172lb,CDM
Isak Jönsson,59,58,24,35,49,58,70,Sweden,Allsvenskan,Västerås SK,25,"194cm / 6'4""",85kg / 187lb,CB
Luka Jovanović,59,75,58,50,61,32,66,Australia,A-League,Adelaide United,19,"179cm / 5'10""",75kg / 165lb,ST
Alex Juárez,59,64,54,56,60,60,49,Argentina,Primera División,Barracas Central,19,"171cm / 5'7""",62kg / 137lb,LM
Frank Junior Adjei,59,69,55,58,59,53,57,Ghana,Allsvenskan,IFK Värnamo,20,"177cm / 5'10""",76kg / 168lb,CM
Stipe Jurić,59,56,60,41,53,22,62,Bosnia and Herzegovina,SUPERLIGA,SC Oțelul Galați,25,"185cm / 6'1""",82kg / 181lb,ST
Marvin Kaleta,59,67,40,51,58,55,62,England,Scottish Prem,Motherwell,20,"180cm / 5'11""",74kg / 163lb,RB
Vedat Karakuş,59,63,58,53,65,28,53,Turkey,Trendyol Süper Lig,Adana Demirspor,26,"183cm / 6'0""",80kg / 176lb,GK
Mateo Karamatić,59,58,25,33,34,60,67,Austria,Ö. Bundesliga,TSV Hartberg,22,"187cm / 6'2""",83kg / 183lb,CB
Sam Karssies,59,58,60,55,60,19,56,Holland,Eredivisie,FC Twente,21,"185cm / 6'1""",68kg / 150lb,GK
Sean Kavanagh,59,55,53,62,61,57,59,Republic of Ireland,SSE Airtricity PD,Shamrock Rovers,30,"174cm / 5'9""",64kg / 141lb,LB
Conor Keeley,59,35,42,43,36,59,73,Republic of Ireland,SSE Airtricity PD,St. Pats,26,"200cm / 6'7""",89kg / 196lb,CB
Kipp Keller,59,56,29,34,38,58,69,United States,MLS,FC Cincinnati,24,"187cm / 6'2""",82kg / 181lb,CB
Michael Kempter,59,66,32,51,62,55,59,Philippines,CSSL,GC Zürich,29,"181cm / 5'11""",75kg / 165lb,LB
Joey Kesting,59,59,57,64,61,32,64,Holland,Eredivisie,RKC Waalwijk,23,"190cm / 6'3""",88kg / 194lb,GK
Patryk Kieliś,59,65,35,49,54,56,59,Poland,PKO BP Ekstraklasa,Puszcza,24,"185cm / 6'1""",75kg / 165lb,RB
Jakob Kiilerich,59,58,34,43,52,59,63,Denmark,Allsvenskan,Mjällby AIF,24,"187cm / 6'2""",78kg / 172lb,CB
Ekrem Kılıçarslan,59,62,55,60,62,47,53,Turkey,Trendyol Süper Lig,Göztepe,27,"188cm / 6'2""",82kg / 181lb,GK
Kim Yeon Soo,59,51,23,29,36,60,68,Korea Republic,K League 1,Incheon United,30,"185cm / 6'1""",76kg / 168lb,CB
Kim Gyeong Jae,59,75,33,50,57,57,69,Korea Republic,K League 1,GwangJu FC,31,"183cm / 6'0""",76kg / 168lb,CB
Kim Jun Bum,59,70,47,55,63,50,65,Korea Republic,K League 1,Daejeon,26,"178cm / 5'10""",72kg / 159lb,CM
Tim Kips,59,58,61,59,60,24,61,Luxembourg,3. Liga,FC Erzgebirge Aue,23,"188cm / 6'2""",78kg / 172lb,GK
Makenzie Kirk,59,73,59,46,59,23,59,Northern Ireland,Scottish Prem,St. Johnstone,20,"178cm / 5'10""",71kg / 157lb,ST
Paddy Kirk,59,55,41,48,56,57,64,Republic of Ireland,SSE Airtricity PD,Bohemians,26,"175cm / 5'9""",66kg / 146lb,LB
Mike Kleijn,59,68,47,61,61,52,50,Holland,Eredivisie,Sparta Rotterdam,19,"175cm / 5'9""",65kg / 143lb,CM
Tim Kloss,59,67,32,51,49,58,61,Germany,3. Liga,1860 München,20,"190cm / 6'3""",82kg / 181lb,CDM
Tim Köhler,59,54,32,31,39,61,62,Germany,3. Liga,SC Verl,19,"191cm / 6'3""",81kg / 179lb,CB
Rudy Kohon,59,57,30,42,44,59,63,France,Ligue 2 BKT,ESTAC Troyes,20,"187cm / 6'2""",74kg / 163lb,CB
Williams Kokolo,59,72,44,52,59,52,69,France,Ligue 2 BKT,Laval MFC,24,"181cm / 5'11""",82kg / 181lb,LB
Corsin Konietzke,59,64,35,53,55,56,65,Switzerland,CSSL,FC St. Gallen,18,"185cm / 6'1""",76kg / 168lb,CDM
Miika Koskela,59,68,27,36,39,59,63,Finland,Eliteserien,Tromsø IL,21,"195cm / 6'5""",78kg / 172lb,CB
Louis Köster,59,68,46,55,63,56,68,Germany,3. Liga,FC Hansa Rostock,21,"189cm / 6'2""",80kg / 176lb,LW
Damjan Kovacevic,59,79,37,50,54,55,48,Austria,Ö. Bundesliga,TSV Hartberg,20,"180cm / 5'11""",68kg / 150lb,RB
Dion Krasniqi,59,75,57,45,58,22,65,Kosovo,Allsvenskan,Kalmar FF,21,"184cm / 6'0""",78kg / 172lb,ST
Michał Król,59,74,38,50,60,54,67,Poland,PKO BP Ekstraklasa,Motor Lublin,24,"173cm / 5'8""",73kg / 161lb,RB
Léandre Kuavita,59,62,57,55,63,54,67,Belgium,1A Pro League,Standard Liège,20,"180cm / 5'11""",68kg / 150lb,CM
Jaiden Kucharski,59,76,59,48,61,34,59,Australia,A-League,Sydney FC,22,"180cm / 5'11""",70kg / 154lb,ST
Julian Kudala,59,77,53,51,60,43,50,Germany,Bundesliga 2,SSV Ulm 1846,22,"184cm / 6'0""",74kg / 163lb,RM
Ashique Kuruniyan,59,87,51,51,58,45,60,India,ISL,Mohun Bagan SG,27,"179cm / 5'10""",70kg / 154lb,LM
Robert Kwasigroch,59,63,62,54,60,21,57,Germany,Bundesliga 2,Düsseldorf,20,"192cm / 6'4""",80kg / 176lb,GK
Phurba Lachenpa,59,62,58,56,61,28,57,India,ISL,Mumbai City FC,26,"182cm / 6'0""",78kg / 172lb,GK
Max Larsson,59,69,35,48,51,53,59,Sweden,Allsvenskan,Västerås SK,21,"180cm / 5'11""",75kg / 165lb,LB
Lukas Laupheimer,59,64,36,47,62,58,63,Germany,3. Liga,VfB Stuttgart II,21,"175cm / 5'9""",76kg / 168lb,CDM
Lee Jun Gyu,59,63,40,56,61,45,51,Korea Republic,K League 1,Daejeon,21,"171cm / 5'7""",68kg / 150lb,CM
Loïck Lespinasse,59,74,56,52,60,34,61,France,Ligue 2 BKT,Pau FC,24,"182cm / 6'0""",77kg / 170lb,ST
Li Shenyuan,59,74,28,42,51,55,55,China PR,CSL,Changchun Yatai,26,"180cm / 5'11""",69kg / 152lb,RB
Calixte Paul Ligue,59,72,56,46,60,26,63,Switzerland,CSSL,FC Zürich,19,"180cm / 5'11""",79kg / 174lb,ST
Lin Chuangyi,59,66,56,57,59,60,65,China PR,CSL,SZ Peng City,31,"178cm / 5'10""",70kg / 154lb,CM
Liu Zhurun,59,75,56,48,60,39,55,China PR,CSL,Shanghai Port FC,22,"183cm / 6'0""",72kg / 159lb,LM
Liu Shibo,59,60,54,53,62,55,54,China PR,CSL,Shandong Taishan,27,"189cm / 6'2""",78kg / 172lb,GK
Tommy Lonergan,59,66,58,46,58,21,57,Republic of Ireland,EFL League Two,Fleetwood Town,20,"183cm / 6'0""",74kg / 163lb,ST
Lautaro López Kaleniuk,59,59,59,53,60,38,57,Argentina,Libertadores,San Lorenzo,23,"190cm / 6'3""",76kg / 168lb,GK
Louis Lord,59,62,57,56,61,27,59,Germany,3. Liga,FC Erzgebirge Aue,20,"197cm / 6'6""",84kg / 185lb,GK
Josna Loulendo,59,69,57,38,58,17,49,Congo,United Emirates League,Al Ain FC,20,"183cm / 6'0""",73kg / 161lb,ST
Jason Lowe,59,50,49,56,58,57,72,England,EFL League Two,Port Vale,33,"183cm / 6'0""",80kg / 176lb,CB
Jeremías Lucco,59,66,47,62,62,46,47,Argentina,Sudamericana,Belgrano,18,"170cm / 5'7""",67kg / 148lb,CAM
Kacper Lukasiak,59,67,55,57,62,37,55,Poland,PKO BP Ekstraklasa,Pogoń Szczecin,20,"180cm / 5'11""",74kg / 163lb,CAM
Idar Lysgård,59,61,60,57,58,29,57,Norway,Eliteserien,KFUM-Kameratene,29,"191cm / 6'3""",91kg / 201lb,GK
Marcos Machuca,59,70,46,56,60,34,52,Paraguay,Sudamericana,S. Trinidense,19,"163cm / 5'4""",62kg / 137lb,RM
Montader Madjed,59,75,52,48,68,23,45,Iraq,Allsvenskan,Hammarby IF,19,"182cm / 6'0""",74kg / 163lb,RW
Herman Magnusson,59,57,32,42,50,59,67,Sweden,Allsvenskan,Västerås SK,26,"183cm / 6'0""",77kg / 170lb,CB
Jabez Makanda,59,66,60,54,60,25,56,Angola,3. Liga,Aleman. Aachen,23,"182cm / 6'0""",81kg / 179lb,CAM
Elison Makolli,59,73,29,47,59,55,75,Sweden,Allsvenskan,Malmö FF,19,"186cm / 6'1""",75kg / 165lb,CB
Tidiane Malbec,59,60,62,60,59,27,58,France,Ligue 2 BKT,FC Annecy,22,"187cm / 6'2""",72kg / 159lb,GK
Dustin Maldonado,59,62,51,56,59,36,48,Bolivia,Sudamericana,Real Tomayapo,34,"173cm / 5'8""",68kg / 150lb,LM
Arjan Malić,59,58,29,46,49,61,61,Slovenia,Ö. Bundesliga,SK Sturm Graz,19,"186cm / 6'1""",76kg / 168lb,CB
Stephen Mallon,59,64,54,54,60,46,52,Republic of Ireland,SSE Airtricity PD,Sligo Rovers,25,"178cm / 5'10""",64kg / 141lb,LM
Mikael Marqués,59,59,27,34,48,58,70,Sweden,Allsvenskan,Västerås SK,23,"185cm / 6'1""",75kg / 165lb,CB
Louie Marsh,59,67,58,52,62,42,43,England,EFL Championship,Sheffield Utd,20,"176cm / 5'9""",65kg / 143lb,ST
John Martin,59,61,58,54,58,39,65,Republic of Ireland,SSE Airtricity PD,Shelbourne,25,"185cm / 6'1""",70kg / 154lb,ST
Dan Martin,59,67,45,53,57,53,66,England,EFL League Two,Accrington,22,"176cm / 5'9""",62kg / 137lb,CDM
Tommaso Martinelli,59,61,59,56,62,23,58,Italy,Serie A Enilive,Fiorentina,18,"196cm / 6'5""",90kg / 198lb,GK
Marco Ribeiro,59,59,50,57,59,57,45,Portugal,Liga Portugal,Boavista FC,19,"175cm / 5'9""",70kg / 154lb,CM
Ilija Maslarov,59,57,33,52,53,59,55,Switzerland,CSSL,FC Lugano,17,"181cm / 5'11""",75kg / 165lb,CDM
Sam Mather,59,69,53,55,62,35,47,England,Premier League,Man Utd,20,"180cm / 5'11""",65kg / 143lb,LM
Evans Maurin,59,69,60,51,63,19,55,France,CSSL,GC Zürich,23,"179cm / 5'10""",77kg / 170lb,ST
Callum Maycock,59,67,51,57,59,56,69,England,EFL League Two,AFC Wimbledon,26,"182cm / 6'0""",71kg / 157lb,CM
Jay McGrath,59,63,28,45,46,59,64,Republic of Ireland,EFL League Two,Doncaster,21,"185cm / 6'1""",75kg / 165lb,CB
Archie Meekison,59,69,54,58,62,48,53,Scotland,SSE Airtricity PD,Bohemians,22,"178cm / 5'10""",76kg / 168lb,CM
Tony Menzel,59,71,47,54,63,31,52,Germany,3. Liga,Dynamo Dresden,19,"179cm / 5'10""",75kg / 165lb,RW
Novak Mićović,59,59,58,55,60,25,56,Serbia,MLS,LA Galaxy,22,"190cm / 6'3""",77kg / 170lb,GK
Jevon Mills,59,51,27,32,37,59,67,Republic of Ireland,SSE Airtricity PD,Bohemians,20,"188cm / 6'2""",79kg / 174lb,CB
Min Seong Jun,59,64,57,54,61,33,56,Korea Republic,K League 1,Incheon United,25,"189cm / 6'2""",82kg / 181lb,GK
Harrison Minturn,59,60,24,35,48,57,67,England,EFL League Two,Swindon Town,20,"188cm / 6'2""",79kg / 174lb,CB
Samuel Mischitz,59,68,45,51,59,55,44,Austria,Ö. Bundesliga,SCR Altach,21,"175cm / 5'9""",60kg / 132lb,RB
Robert Mišković,59,69,53,60,61,47,65,Croatia,SUPERLIGA,Politehnica Iași,24,"190cm / 6'3""",81kg / 179lb,CM
Zach Mitchell,59,67,28,48,53,57,67,England,EFL League One,Charlton Ath,19,"185cm / 6'1""",82kg / 181lb,CB
Omar Mohamedhoesein,59,75,53,59,63,55,49,Holland,Eredivisie,N.E.C. Nijmegen,20,"170cm / 5'7""",65kg / 143lb,CM
Shakur Mohammed,59,76,59,53,60,24,49,Ghana,MLS,Orlando City,21,"177cm / 5'10""",72kg / 159lb,LM
Tomasz Mokwa,59,52,41,54,53,58,65,Poland,PKO BP Ekstraklasa,Piast Gliwice,31,"182cm / 6'0""",87kg / 192lb,LB
Piero Mollica,59,64,27,39,52,61,55,Venezuela,Libertadores,Caracas FC,19,"183cm / 6'0""",71kg / 157lb,RB
Sean Moore,59,71,54,54,62,29,38,Republic of Ireland,Premier League,West Ham,19,"175cm / 5'9""",70kg / 154lb,LM
Niall Morahan,59,58,50,57,59,55,61,Republic of Ireland,SSE Airtricity PD,Sligo Rovers,24,"176cm / 5'9""",66kg / 146lb,CM
Mauricio Morales,59,67,47,57,60,52,60,Chile,Sudamericana,Unión La Calera,24,"169cm / 5'7""",69kg / 152lb,CM
Efraín Morales,59,58,23,38,34,62,63,Bolivia,MLS,Atlanta United,20,"190cm / 6'3""",77kg / 170lb,CB
Shayden Morris,59,81,55,50,62,23,39,England,Scottish Prem,Aberdeen,22,"183cm / 6'0""",65kg / 143lb,RM
Jamie Mullins,59,70,54,51,64,28,40,Republic of Ireland,Premier League,Brighton,19,"171cm / 5'7""",60kg / 132lb,CAM
Daniel Munie,59,66,24,39,44,60,61,United States,MLS,SJ Earthquakes,24,"183cm / 6'0""",82kg / 181lb,LB
Reno Münz,59,57,32,33,45,61,60,Germany,Bundesliga 2,Fürth,18,"188cm / 6'2""",81kg / 179lb,CB
Joe Murphy,59,57,58,58,58,27,59,Republic of Ireland,EFL League Two,Tranmere Rovers,43,"188cm / 6'2""",88kg / 194lb,GK
Dane Murray,59,65,33,48,59,58,54,Scotland,Scottish Prem,Celtic,21,"193cm / 6'4""",77kg / 170lb,CB
Eric N'Jo,59,56,31,40,42,61,60,France,Ligue 2 BKT,ESTAC Troyes,20,"195cm / 6'5""",80kg / 176lb,CB
Noah Nadje,59,54,61,46,59,25,48,France,Ligue 1 McDonald's,Angers SCO,20,"186cm / 6'1""",75kg / 165lb,ST
Amara Nallo,59,63,32,52,53,58,60,England,Premier League,Liverpool,17,"186cm / 6'1""",72kg / 159lb,CB
Halicharan Narzary,59,75,54,52,58,34,62,India,ISL,Bengaluru FC,30,"179cm / 5'10""",66kg / 146lb,LM
Christopher Negele,59,67,58,58,63,39,50,Germany,Bundesliga,Heidenheim,19,"172cm / 5'8""",69kg / 152lb,CAM
Tom Negrel,59,56,57,60,62,23,61,France,Ligue 1 McDonald's,AJ Auxerre,21,"192cm / 6'4""",75kg / 165lb,GK
Yianni Nicolaou,59,73,38,49,56,53,69,Australia,A-League,Macarthur FC,24,"182cm / 6'0""",75kg / 165lb,RB
Luc Nieuwenhuijs,59,69,56,56,61,27,50,Holland,Eredivisie,N.E.C. Nijmegen,17,"175cm / 5'9""",69kg / 152lb,LM
Alex Nolan,59,73,51,54,60,35,53,Republic of Ireland,SSE Airtricity PD,St. Pats,21,"184cm / 6'0""",75kg / 165lb,RM
James Norris,59,68,35,53,53,55,54,England,Premier League,Liverpool,21,"178cm / 5'10""",73kg / 161lb,LB
Troy Engseth Nyhammer,59,60,58,52,59,25,56,Norway,Eliteserien,FK Haugesund,18,"181cm / 5'11""",75kg / 165lb,ST
Ryan O'Kane,59,72,52,51,63,31,44,Republic of Ireland,SSE Airtricity PD,Dundalk,21,"172cm / 5'8""",59kg / 130lb,LM
Karl O'Sullivan,59,81,52,49,63,40,48,Republic of Ireland,SSE Airtricity PD,Galway United,24,"175cm / 5'9""",70kg / 154lb,RM
John-Joe O'Toole,59,36,47,50,46,56,69,Republic of Ireland,EFL League Two,AFC Wimbledon,35,"186cm / 6'1""",82kg / 181lb,CB
Zech Obiero,59,73,48,56,63,56,56,Kenya,EFL League One,Leyton Orient,19,"170cm / 5'7""",67kg / 148lb,CM
Chituru Odunze,59,59,58,55,60,26,57,United States,MLS,Charlotte FC,21,"200cm / 6'7""",91kg / 201lb,GK
Idris Odutayo,59,73,43,49,54,55,65,England,EFL League Two,Bromley FC,21,"185cm / 6'1""",79kg / 174lb,LB
Oh Jae Suk,59,57,34,55,58,56,62,Korea Republic,K League 1,Daejeon,34,"176cm / 5'9""",73kg / 161lb,RB
Darren Oldaker,59,70,51,58,61,52,63,England,EFL League Two,Chesterfield,25,"178cm / 5'10""",81kg / 179lb,CDM
Christopher Olivier,59,71,55,58,61,54,65,Austria,3. Liga,VfB Stuttgart II,18,"187cm / 6'2""",81kg / 179lb,CM
Marius Olsen,59,54,32,40,49,58,63,Norway,Eliteserien,Kristiansund BK,23,"190cm / 6'3""",76kg / 168lb,CB
Tani Oluwaseyi,59,76,61,43,58,29,60,Nigeria,MLS,Minnesota United,24,"188cm / 6'2""",77kg / 170lb,ST
Chilohem Onuoha,59,67,51,57,62,34,55,Germany,3. Liga,SC Verl,19,"188cm / 6'2""",75kg / 165lb,CAM
Tyler Onyango,59,51,45,57,56,53,75,England,EFL League One,Stockport,21,"196cm / 6'5""",75kg / 165lb,CM
Enock Otoo,59,78,49,51,58,44,53,Ghana,3F Superliga,Lyngby BK,20,"174cm / 5'9""",68kg / 150lb,CAM
Gabriel Magalhães Oualengbe,59,56,49,57,57,58,64,Central African Republic,Ligue 2 BKT,Paris FC,20,"188cm / 6'2""",80kg / 176lb,CM
Aston Oxborough,59,59,60,56,57,43,58,England,Scottish Prem,Motherwell,26,"196cm / 6'5""",98kg / 216lb,GK
Mark Oxley,59,56,59,61,56,30,60,England,EFL League Two,Harrogate Town,33,"190cm / 6'3""",87kg / 192lb,GK
Daniel Oyegoke,59,76,37,49,59,59,62,England,Scottish Prem,Hearts,21,"178cm / 5'10""",73kg / 161lb,CB
Daniel Padilla,59,67,52,59,60,45,47,Venezuela,Libertadores,Caracas FC,19,"170cm / 5'7""",65kg / 143lb,CM
Gerardo Padrón,59,68,49,58,64,43,39,Venezuela,Sudamericana,Rayo Zuliano,21,"169cm / 5'7""",56kg / 123lb,CM
Paik Sang Hoon,59,61,44,56,65,44,46,Korea Republic,K League 1,FC Seoul,22,"173cm / 5'8""",70kg / 154lb,CM
Krystian Palacz,59,78,30,45,57,54,58,Poland,PKO BP Ekstraklasa,Motor Lublin,21,"180cm / 5'11""",72kg / 159lb,LB
Pan Ximing,59,61,32,50,48,59,65,China PR,CSL,Meizhou Hakka FC,31,"183cm / 6'0""",76kg / 168lb,CB
Jack Panayotou,59,61,45,55,69,46,54,United States,MLS,New England,20,"170cm / 5'7""",70kg / 154lb,CM
Isaiah Parker,59,81,52,50,63,40,51,United States,MLS,FC Dallas,22,"173cm / 5'8""",72kg / 159lb,LM
Connor Parsons,59,83,51,55,61,43,43,England,SSE Airtricity PD,Waterford,23,"176cm / 5'9""",68kg / 150lb,LM
Patryk Paryzek,59,53,60,54,61,45,44,Poland,PKO BP Ekstraklasa,Pogoń Szczecin,18,"192cm / 6'4""",80kg / 176lb,ST
Josh Passley,59,74,42,53,56,51,68,England,EFL League Two,Bromley FC,29,"183cm / 6'0""",79kg / 174lb,RB
Julian Pauli,59,67,25,41,38,59,64,Germany,Bundesliga 2,1. FC Köln,19,"190cm / 6'3""",80kg / 176lb,CB
Lewis Payne,59,64,32,52,58,56,58,England,EFL League Two,Cheltenham Town,20,"178cm / 5'10""",73kg / 161lb,RB
Everson Junior,59,75,53,57,65,21,51,France,Ligue 2 BKT,AC Ajaccio,20,"182cm / 6'0""",75kg / 165lb,CAM
Gonzalo Petit,59,54,61,43,57,26,57,Uruguay,Libertadores,Nacional,17,"189cm / 6'2""",80kg / 176lb,ST
Cameron Peupion,59,63,46,60,59,41,49,Australia,Premier League,Brighton,21,"175cm / 5'9""",76kg / 168lb,RM
Denis Pfaffenrot,59,69,47,56,64,26,54,Germany,Bundesliga 2,Fürth,19,"173cm / 5'8""",68kg / 150lb,CAM
Dominik Piła,59,73,54,58,58,52,55,Poland,PKO BP Ekstraklasa,Lechia Gdańsk,23,"184cm / 6'0""",78kg / 172lb,RB
Oscar Priestman,59,70,42,54,62,55,66,Australia,A-League,WS Wanderers,21,"175cm / 5'9""",72kg / 159lb,CM
Philip Quinton,59,51,24,38,33,59,71,United States,MLS,Real Salt Lake,24,"198cm / 6'6""",93kg / 205lb,CB
Kacper Radkowski,59,53,33,47,49,57,67,Poland,SSE Airtricity PD,Waterford,23,"194cm / 6'4""",81kg / 179lb,CB
Josh Rae,59,60,59,62,62,24,56,Scotland,Scottish Prem,St. Johnstone,23,"188cm / 6'2""",72kg / 159lb,GK
Johan Rapp,59,61,26,41,49,59,63,Sweden,Allsvenskan,IFK Värnamo,23,"187cm / 6'2""",79kg / 174lb,CB
Jadan Raymond,59,67,55,57,63,38,48,Wales,Premier League,Crystal Palace,20,"179cm / 5'10""",73kg / 161lb,CAM
Jing Reec,59,82,58,47,57,32,60,Australia,A-League,Melb. Victory,21,"188cm / 6'2""",80kg / 176lb,ST
TP Rehenesh,59,59,58,56,60,39,58,India,ISL,Mumbai City FC,31,"180cm / 5'11""",75kg / 165lb,GK
Gonzalo Requena,59,55,29,32,41,61,68,Argentina,Primera División,Instituto,21,"188cm / 6'2""",80kg / 176lb,CB
Bailey Rice,59,52,39,56,62,53,54,Scotland,Scottish Prem,Rangers,17,"180cm / 5'11""",70kg / 154lb,CDM
